DESC,LINK,Type
 APIReference API_DeregisterTransitGatewayMulticastGroupSources,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeregisterTransitGatewayMulticastGroupSources.html,API
 APIReference API_DescribeTransitGatewayMulticastDomains,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayMulticastDomains.html,API
 APIReference API_DisassociateTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateTransitGatewayMulticastDomain.html,API
 APIReference API_GetTransitGatewayMulticastDomainAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayMulticastDomainAssociations.html,API
 APIReference API_RegisterTransitGatewayMulticastGroupMembers,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RegisterTransitGatewayMulticastGroupMembers.html,API
 APIReference API_RegisterTransitGatewayMulticastGroupSources,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RegisterTransitGatewayMulticastGroupSources.html,API
 APIReference API_RejectTransitGatewayMulticastDomainAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectTransitGatewayMulticastDomainAssociations.html,API
 APIReference API_SearchTransitGatewayMulticastGroups,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_SearchTransitGatewayMulticastGroups.html,API
 APIReference API_AcceptTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptTransitGatewayPeeringAttachment.html,API
 APIReference API_CreateTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayPeeringAttachment.html,API
 APIReference API_DeleteTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayPeeringAttachment.html,API
 APIReference API_DescribeTransitGatewayPeeringAttachments,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayPeeringAttachments.html,API
 APIReference API_RejectTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectTransitGatewayPeeringAttachment.html,API
 APIReference API_AssociateTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateTransitGatewayPolicyTable.html,API
 APIReference API_CreateTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayPolicyTable.html,API
 APIReference API_DeleteTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayPolicyTable.html,API
 APIReference API_DescribeTransitGatewayPolicyTables,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayPolicyTables.html,API
 APIReference API_DisassociateTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateTransitGatewayPolicyTable.html,API
 APIReference API_GetTransitGatewayPolicyTableAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayPolicyTableAssociations.html,API
 APIReference API_GetTransitGatewayPolicyTableEntries,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayPolicyTableEntries.html,API
 APIReference API_AssociateTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateTransitGatewayRouteTable.html,API
 APIReference API_CreateTransitGatewayPrefixListReference,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayPrefixListReference.html,API
 APIReference API_CreateTransitGatewayRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayRoute.html,API
 APIReference API_CreateTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayRouteTable.html,API
 APIReference API_CreateTransitGatewayRouteTableAnnouncement,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayRouteTableAnnouncement.html,API
 APIReference API_DeleteTransitGatewayPrefixListReference,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayPrefixListReference.html,API
 APIReference API_DeleteTransitGatewayRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayRoute.html,API
 APIReference API_DeleteTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayRouteTable.html,API
 APIReference API_DeleteTransitGatewayRouteTableAnnouncement,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayRouteTableAnnouncement.html,API
 APIReference API_DescribeTransitGatewayRouteTableAnnouncements,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayRouteTableAnnouncements.html,API
 APIReference API_DescribeTransitGatewayRouteTables,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayRouteTables.html,API
 APIReference API_DisableTransitGatewayRouteTablePropagation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisableTransitGatewayRouteTablePropagation.html,API
 APIReference API_DisassociateTransitGatewayRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateTransitGatewayRouteTable.html,API
 APIReference API_EnableTransitGatewayRouteTablePropagation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_EnableTransitGatewayRouteTablePropagation.html,API
 APIReference API_ExportTransitGatewayRoutes,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ExportTransitGatewayRoutes.html,API
 APIReference API_GetTransitGatewayAttachmentPropagations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayAttachmentPropagations.html,API
 APIReference API_GetTransitGatewayPrefixListReferences,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayPrefixListReferences.html,API
 APIReference API_GetTransitGatewayRouteTableAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayRouteTableAssociations.html,API
 APIReference API_GetTransitGatewayRouteTablePropagations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayRouteTablePropagations.html,API
 APIReference API_ModifyTransitGatewayPrefixListReference,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTransitGatewayPrefixListReference.html,API
 APIReference API_ReplaceTransitGatewayRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceTransitGatewayRoute.html,API
 APIReference API_SearchTransitGatewayRoutes,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_SearchTransitGatewayRoutes.html,API
 ipam what-it-is-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/what-it-is-ipam.html,text-based
 ipam how-it-works-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/how-it-works-ipam.html,text-based
 ipam access-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/access-ipam.html,text-based
 ipam choose-single-user-or-orgs-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/choose-single-user-or-orgs-ipam.html,text-based
 ipam enable-integ-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam.html,text-based
 ipam enable-integ-ipam-outside-org,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam-outside-org.html,text-based
 ipam enable-integ-ipam-outside-org-considerations,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam-outside-org-considerations.html,text-based
 ipam enable-integ-ipam-outside-org-process,https://docs.aws.amazon.com/vpc/latest/ipam/enable-integ-ipam-outside-org-process.html,text-based
 ipam enable-single-user-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/enable-single-user-ipam.html,text-based
 ipam create-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-ipam.html,text-based
 ipam planning-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/planning-ipam.html,text-based
 ipam planning-examples-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/planning-examples-ipam.html,text-based
 ipam intro-create-ipv4-pools,https://docs.aws.amazon.com/vpc/latest/ipam/intro-create-ipv4-pools.html,text-based
 ipam create-top-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-top-ipam.html,text-based
 ipam create-reg-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-reg-ipam.html,text-based
 ipam create-dev-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-dev-ipam.html,text-based
 ipam intro-create-ipv6-pools,https://docs.aws.amazon.com/vpc/latest/ipam/intro-create-ipv6-pools.html,text-based
 ipam create-ipv6-reg-pool,https://docs.aws.amazon.com/vpc/latest/ipam/create-ipv6-reg-pool.html,text-based
 ipam create-ipv6-dev-pool,https://docs.aws.amazon.com/vpc/latest/ipam/create-ipv6-dev-pool.html,text-based
 ipam allocate-cidrs-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/allocate-cidrs-ipam.html,text-based
 ipam create-vpc-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/create-vpc-ipam.html,text-based
 ipam manually-allocate-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/manually-allocate-ipam.html,text-based
 ipam managing-ip-space-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/managing-ip-space-ipam.html,text-based
 ipam scp-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/scp-ipam.html,text-based
 ipam share-pool-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/share-pool-ipam.html,text-based
 ipam prov-cidr-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/prov-cidr-ipam.html,text-based
 ipam depro-pool-cidr-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/depro-pool-cidr-ipam.html,text-based
 ipam mod-pool-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/mod-pool-ipam.html,text-based
 ipam delete-pool-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/delete-pool-ipam.html,text-based
 ipam res-disc-work-with,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with.html,text-based
 ipam res-disc-work-with-create,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-create.html,text-based
 ipam res-disc-work-with-view,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-view.html,text-based
 ipam res-disc-work-with-share,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-share.html,text-based
 ipam res-disc-work-with-associate,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-associate.html,text-based
 ipam res-disc-work-with-disassociate,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-disassociate.html,text-based
 ipam res-disc-work-with-delete,https://docs.aws.amazon.com/vpc/latest/ipam/res-disc-work-with-delete.html,text-based
 ipam add-scope-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/add-scope-ipam.html,text-based
 ipam move-resource-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/move-resource-ipam.html,text-based
 ipam change-monitoring-state-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/change-monitoring-state-ipam.html,text-based
 ipam delete-scope-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/delete-scope-ipam.html,text-based
 ipam release-alloc-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/release-alloc-ipam.html,text-based
 ipam delete-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/delete-ipam.html,text-based
 ipam tracking-ip-addresses-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tracking-ip-addresses-ipam.html,text-based
 ipam monitor-cidr-usage-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/monitor-cidr-usage-ipam.html,text-based
 ipam monitor-cidr-compliance-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/monitor-cidr-compliance-ipam.html,text-based
 ipam cloudwatch-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/cloudwatch-ipam.html,text-based
 ipam cloudwatch-ipam-ip-address-usage,https://docs.aws.amazon.com/vpc/latest/ipam/cloudwatch-ipam-ip-address-usage.html,text-based
 ipam cloudwatch-ipam-res-util,https://docs.aws.amazon.com/vpc/latest/ipam/cloudwatch-ipam-res-util.html,text-based
 ipam view-history-cidr-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/view-history-cidr-ipam.html,text-based
 ipam view-public-ip-insights,https://docs.aws.amazon.com/vpc/latest/ipam/view-public-ip-insights.html,text-based
 ipam tutorials-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-ipam.html,text-based
 ipam tutorials-get-started-console,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-get-started-console.html,text-based
 ipam tutorials-create-vpc-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-create-vpc-ipam.html,text-based
 ipam tutorials-historical-insights,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-historical-insights.html,text-based
 ipam tutorials-byoip-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam.html,text-based
 ipam tutorials-byoip-ipam-console-intro,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-console-intro.html,text-based
 ipam tutorials-byoip-ipam-console-ipv4,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-console-ipv4.html,text-based
 ipam tutorials-byoip-ipam-console-ipv6,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-console-ipv6.html,text-based
 ipam tutorials-byoip-ipam-cli-only-intro,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-cli-only-intro.html,text-based
 ipam tutorials-byoip-ipam-ipv4,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-ipv4.html,text-based
 ipam tutorials-byoip-ipam-ipv6,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-ipv6.html,text-based
 ipam tutorials-byoip-ipam-transfer-ipv4,https://docs.aws.amazon.com/vpc/latest/ipam/tutorials-byoip-ipam-transfer-ipv4.html,text-based
 ipam iam-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam.html,text-based
 ipam iam-ipam-slr,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam-slr.html,text-based
 ipam iam-ipam-managed-pol,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam-managed-pol.html,text-based
 ipam iam-ipam-policy-examples,https://docs.aws.amazon.com/vpc/latest/ipam/iam-ipam-policy-examples.html,text-based
 ipam quotas-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/quotas-ipam.html,text-based
 ipam pricing-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/pricing-ipam.html,text-based
 ipam related-info,https://docs.aws.amazon.com/vpc/latest/ipam/related-info.html,text-based
 ipam doc-history-ipam,https://docs.aws.amazon.com/vpc/latest/ipam/doc-history-ipam.html,text-based
 tgwnm what-are-global-networks,https://docs.aws.amazon.com/network-manager/latest/tgwnm/what-are-global-networks.html,text-based
 tgwnm how-gnw-works,https://docs.aws.amazon.com/network-manager/latest/tgwnm/how-gnw-works.html,text-based
 tgwnm gnw-getting-started,https://docs.aws.amazon.com/network-manager/latest/tgwnm/gnw-getting-started.html,text-based
 tgwnm gnw-scenarios,https://docs.aws.amazon.com/network-manager/latest/tgwnm/gnw-scenarios.html,text-based
 tgwnm working-with-gnws,https://docs.aws.amazon.com/network-manager/latest/tgwnm/working-with-gnws.html,text-based
 tgwnm nm-multi-account,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-multi-account.html,text-based
 tgwnm nm-multi-account-troubleshooting,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-multi-account-troubleshooting.html,text-based
 tgwnm global-networks,https://docs.aws.amazon.com/network-manager/latest/tgwnm/global-networks.html,text-based
 tgwnm tgw-registrations,https://docs.aws.amazon.com/network-manager/latest/tgwnm/tgw-registrations.html,text-based
 tgwnm sites,https://docs.aws.amazon.com/network-manager/latest/tgwnm/sites.html,text-based
 tgwnm links,https://docs.aws.amazon.com/network-manager/latest/tgwnm/links.html,text-based
 tgwnm devices,https://docs.aws.amazon.com/network-manager/latest/tgwnm/devices.html,text-based
 tgwnm device-connections,https://docs.aws.amazon.com/network-manager/latest/tgwnm/device-connections.html,text-based
 tgwnm cgw-association,https://docs.aws.amazon.com/network-manager/latest/tgwnm/cgw-association.html,text-based
 tgwnm connect-peer-association,https://docs.aws.amazon.com/network-manager/latest/tgwnm/connect-peer-association.html,text-based
 tgwnm tgw-visualize-networks,https://docs.aws.amazon.com/network-manager/latest/tgwnm/tgw-visualize-networks.html,text-based
 tgwnm nm-monitoring-console,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-monitoring-console.html,text-based
 tgwnm nm-visualize-tgw,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-visualize-tgw.html,text-based
 tgwnm monitoring-overview,https://docs.aws.amazon.com/network-manager/latest/tgwnm/monitoring-overview.html,text-based
 tgwnm monitoring-cloudwatch-metrics,https://docs.aws.amazon.com/network-manager/latest/tgwnm/monitoring-cloudwatch-metrics.html,text-based
 tgwnm cw-metrics-on-premises,https://docs.aws.amazon.com/network-manager/latest/tgwnm/cw-metrics-on-premises.html,text-based
 tgwnm viewing-metrics,https://docs.aws.amazon.com/network-manager/latest/tgwnm/viewing-metrics.html,text-based
 tgwnm monitoring-events,https://docs.aws.amazon.com/network-manager/latest/tgwnm/monitoring-events.html,text-based
 tgwnm route-analyzer,https://docs.aws.amazon.com/network-manager/latest/tgwnm/route-analyzer.html,text-based
 tgwnm tgw-nm-multi,https://docs.aws.amazon.com/network-manager/latest/tgwnm/tgw-nm-multi.html,text-based
 tgwnm nm-security-iam,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-security-iam.html,text-based
 tgwnm nm-service-linked-roles,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-service-linked-roles.html,text-based
 tgwnm security-iam-awsmanpol,https://docs.aws.amazon.com/network-manager/latest/tgwnm/security-iam-awsmanpol.html,text-based
 tgwnm nm-custom-multi-role,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-custom-multi-role.html,text-based
 tgwnm gnw-tagging,https://docs.aws.amazon.com/network-manager/latest/tgwnm/gnw-tagging.html,text-based
 tgwnm nm-logging-using-cloudtrail,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-logging-using-cloudtrail.html,text-based
 tgwnm nm-quotas,https://docs.aws.amazon.com/network-manager/latest/tgwnm/nm-quotas.html,text-based
 tgwnm doc-history,https://docs.aws.amazon.com/network-manager/latest/tgwnm/doc-history.html,text-based
 cloudwan what-is-cloudwan,https://docs.aws.amazon.com/network-manager/latest/cloudwan/what-is-cloudwan.html,text-based
 cloudwan cloudwan-getting-started,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-getting-started.html,text-based
 cloudwan create-global-network,https://docs.aws.amazon.com/network-manager/latest/cloudwan/create-global-network.html,text-based
 cloudwan cloudwan-core-network-policy,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-core-network-policy.html,text-based
 cloudwan cloudwan-create-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-create-attachment.html,text-based
 cloudwan cloudwan-connect-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-connect-attachment.html,text-based
 cloudwan cloudwan-connect-peer-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-connect-peer-attachment.html,text-based
 cloudwan cloudwan-tgw-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tgw-attachment.html,text-based
 cloudwan cloudwan-vpc-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-vpc-attachment.html,text-based
 cloudwan cloudwan-vpn-attachment,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-vpn-attachment.html,text-based
 cloudwan cloudwan-register-tgw,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-register-tgw.html,text-based
 cloudwan cloudwan-sites,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-sites.html,text-based
 cloudwan cloudwan-devices,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-devices.html,text-based
 cloudwan cloudwan-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-working-with.html,text-based
 cloudwan cloudwan-networks-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-networks-working-with.html,text-based
 cloudwan cloudwan-create-policy-version,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-create-policy-version.html,text-based
 cloudwan cloudwan-core-network-config,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-core-network-config.html,text-based
 cloudwan cloudwan-policy-segments,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-segments.html,text-based
 cloudwan cloudwan-policy-network-actions-routes,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-network-actions-routes.html,text-based
 cloudwan cloudwan-policy-attachments,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-attachments.html,text-based
 cloudwan cloudwan-policy-change-sets,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-change-sets.html,text-based
 cloudwan cloudwan-policies-json,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policies-json.html,text-based
 cloudwan cloudwan-policy-examples,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples.html,text-based
 cloudwan cloudwan-policy-examples-one-segment-region,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-one-segment-region.html,text-based
 cloudwan cloudwan-policy-examples-two-segments-regions,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-two-segments-regions.html,text-based
 cloudwan cloudwan-policy-examples-edge-consolidation,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-edge-consolidation.html,text-based
 cloudwan cloudwan-policy-examples-three-stage,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-three-stage.html,text-based
 cloudwan cloudwan-policy-examples-distributed-wan,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-distributed-wan.html,text-based
 cloudwan cloudwan-policy-examples-firewalls,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-policy-examples-firewalls.html,text-based
 cloudwan cloudwan-attachments-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-attachments-working-with.html,text-based
 cloudwan cloudwan-peerings,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-peerings.html,text-based
 cloudwan cloudwan-share-network,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-share-network.html,text-based
 cloudwan cloudwan-shared,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-shared.html,text-based
 cloudwan cloudwan-attachments-share,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-attachments-share.html,text-based
 cloudwan cloudwan-peerings-share,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-peerings-share.html,text-based
 cloudwan cloudwan-tags,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tags.html,text-based
 cloudwan cloudwan-sites-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-sites-working-with.html,text-based
 cloudwan cloudwan-devices-working,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-devices-working.html,text-based
 cloudwan cloudwan-visualize-networks,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-networks.html,text-based
 cloudwan cloudwan-visualize-networks-global,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-networks-global.html,text-based
 cloudwan cloudwan-visualize-networks-core,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-networks-core.html,text-based
 cloudwan cloudwan-visualize-tgw,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-visualize-tgw.html,text-based
 cloudwan cloudwan-tgw-networks,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tgw-networks.html,text-based
 cloudwan cloudwan-tgws-working-with,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-tgws-working-with.html,text-based
 cloudwan cloudwan-security,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-security.html,text-based
 cloudwan security-iam-awsmanpol,https://docs.aws.amazon.com/network-manager/latest/cloudwan/security-iam-awsmanpol.html,text-based
 cloudwan cwan-using-service-linked-roles,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cwan-using-service-linked-roles.html,text-based
 cloudwan cloudwan-events-metrics,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-events-metrics.html,text-based
 cloudwan cloudwan-onboard-events,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-onboard-events.html,text-based
 cloudwan cloudwan-cloudwatch-events,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-cloudwatch-events.html,text-based
 cloudwan cloudwan-cloudwatch-metrics,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-cloudwatch-metrics.html,text-based
 cloudwan cloudwan-quotas,https://docs.aws.amazon.com/network-manager/latest/cloudwan/cloudwan-quotas.html,text-based
 cloudwan doc-history,https://docs.aws.amazon.com/network-manager/latest/cloudwan/doc-history.html,text-based
 APIReference Welcome,https://docs.aws.amazon.com/networkmanager/latest/APIReference/Welcome.html,API
 APIReference API_Operations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Operations.html,API
 APIReference API_AcceptAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AcceptAttachment.html,API
 APIReference API_AssociateConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateConnectPeer.html,API
 APIReference API_AssociateCustomerGateway,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateCustomerGateway.html,API
 APIReference API_AssociateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateLink.html,API
 APIReference API_AssociateTransitGatewayConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AssociateTransitGatewayConnectPeer.html,API
 APIReference API_CreateConnectAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateConnectAttachment.html,API
 APIReference API_CreateConnection,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateConnection.html,API
 APIReference API_CreateConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateConnectPeer.html,API
 APIReference API_CreateCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateCoreNetwork.html,API
 APIReference API_CreateDevice,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateDevice.html,API
 APIReference API_CreateGlobalNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateGlobalNetwork.html,API
 APIReference API_CreateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateLink.html,API
 APIReference API_CreateSite,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateSite.html,API
 APIReference API_CreateSiteToSiteVpnAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateSiteToSiteVpnAttachment.html,API
 APIReference API_CreateTransitGatewayPeering,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateTransitGatewayPeering.html,API
 APIReference API_CreateTransitGatewayRouteTableAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateTransitGatewayRouteTableAttachment.html,API
